,F_ligand_id,F_smiles,F_PDB,H_ligand_id,H_smiles,H_PDB,F_affinity_type,F_affinity_value,F_affinity_unit,F_affinity_link,H_affinity_type,H_affinity_value,H_affinity_unit,H_affinity_link,pubmed_H,pubmed_F,same_study
20305,J4N,c1(cc(cc(c1)F)F)c1cn([C@H]2[C@H]([C@@H](CO)O[C@H]([C@@H]2O)Sc2ccc(C)cc2)O)nn1,6QLR,J5Q,c1(cc(ccc1)F)c1cn([C@H]2[C@H]([C@@H](CO)O[C@H]([C@@H]2O)Sc2ccc(C)cc2)O)nn1,6QLN,Kd,8800.0,nM,http://www.bindingmoad.org/pdbrecords/index/6qlr,Kd,88000.0,nM,http://www.bindingmoad.org/pdbrecords/index/6qln,31246331,31246331,True
20306,J4N,c1(cc(cc(c1)F)F)c1cn([C@H]2[C@H]([C@@H](CO)O[C@H]([C@@H]2O)Sc2ccc(C)cc2)O)nn1,6QLR,J5Q,c1(cc(ccc1)F)c1cn([C@H]2[C@H]([C@@H](CO)O[C@H]([C@@H]2O)Sc2ccc(C)cc2)O)nn1,6QLN,Kd,15000.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=6QLR,Kd,88000.0,nM,http://www.bindingmoad.org/pdbrecords/index/6qln,31246331,31246331,True
20307,J4N,c1(cc(cc(c1)F)F)c1cn([C@H]2[C@H]([C@@H](CO)O[C@H]([C@@H]2O)Sc2ccc(C)cc2)O)nn1,6QLR,J5Q,c1(cc(ccc1)F)c1cn([C@H]2[C@H]([C@@H](CO)O[C@H]([C@@H]2O)Sc2ccc(C)cc2)O)nn1,6QLN,Kd,8800.0,nM,http://www.bindingmoad.org/pdbrecords/index/6qlr,Kd,22000.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=6QLN,31246331,31246331,True
20308,J4N,c1(cc(cc(c1)F)F)c1cn([C@H]2[C@H]([C@@H](CO)O[C@H]([C@@H]2O)Sc2ccc(C)cc2)O)nn1,6QLR,J5Q,c1(cc(ccc1)F)c1cn([C@H]2[C@H]([C@@H](CO)O[C@H]([C@@H]2O)Sc2ccc(C)cc2)O)nn1,6QLN,Kd,15000.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=6QLR,Kd,22000.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=6QLN,31246331,31246331,True
20309,J4N,c1(cc(cc(c1)F)F)c1cn([C@H]2[C@H]([C@@H](CO)O[C@H]([C@@H]2O)Sc2ccc(C)cc2)O)nn1,6QLR,J5Q,c1(cc(ccc1)F)c1cn([C@H]2[C@H]([C@@H](CO)O[C@H]([C@@H]2O)Sc2ccc(C)cc2)O)nn1,6QLN,Kd,8800.0,nM,http://www.bindingmoad.org/pdbrecords/index/6qlr,Kd,88000.0,nM,http://www.bindingmoad.org/pdbrecords/index/6qln,31246331,31246331,True
20310,J4N,c1(cc(cc(c1)F)F)c1cn([C@H]2[C@H]([C@@H](CO)O[C@H]([C@@H]2O)Sc2ccc(C)cc2)O)nn1,6QLR,J5Q,c1(cc(ccc1)F)c1cn([C@H]2[C@H]([C@@H](CO)O[C@H]([C@@H]2O)Sc2ccc(C)cc2)O)nn1,6QLN,Kd,15000.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=6QLR,Kd,88000.0,nM,http://www.bindingmoad.org/pdbrecords/index/6qln,31246331,31246331,True
20311,J4N,c1(cc(cc(c1)F)F)c1cn([C@H]2[C@H]([C@@H](CO)O[C@H]([C@@H]2O)Sc2ccc(C)cc2)O)nn1,6QLR,J5Q,c1(cc(ccc1)F)c1cn([C@H]2[C@H]([C@@H](CO)O[C@H]([C@@H]2O)Sc2ccc(C)cc2)O)nn1,6QLN,Kd,8800.0,nM,http://www.bindingmoad.org/pdbrecords/index/6qlr,Kd,22000.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=6QLN,31246331,31246331,True
20312,J4N,c1(cc(cc(c1)F)F)c1cn([C@H]2[C@H]([C@@H](CO)O[C@H]([C@@H]2O)Sc2ccc(C)cc2)O)nn1,6QLR,J5Q,c1(cc(ccc1)F)c1cn([C@H]2[C@H]([C@@H](CO)O[C@H]([C@@H]2O)Sc2ccc(C)cc2)O)nn1,6QLN,Kd,15000.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=6QLR,Kd,22000.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=6QLN,31246331,31246331,True
20313,J5E,c1(cc(c(cc1)F)F)c1cn([C@H]2[C@H]([C@@H](CO)O[C@H]([C@@H]2O)Sc2ccc(C)cc2)O)nn1,6QLO,J4E,c1(ccc(cc1)F)c1cn([C@H]2[C@H]([C@@H](CO)O[C@H]([C@@H]2O)Sc2ccc(C)cc2)O)nn1,6QLQ,Kd,8800.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=6QLO,Kd,31000.0,nM,http://www.bindingmoad.org/pdbrecords/index/6qlq,31246331,31246331,True
20314,J5E,c1(cc(c(cc1)F)F)c1cn([C@H]2[C@H]([C@@H](CO)O[C@H]([C@@H]2O)Sc2ccc(C)cc2)O)nn1,6QLO,J4E,c1(ccc(cc1)F)c1cn([C@H]2[C@H]([C@@H](CO)O[C@H]([C@@H]2O)Sc2ccc(C)cc2)O)nn1,6QLQ,Kd,92000.0,nM,http://www.bindingmoad.org/pdbrecords/index/6qlo,Kd,31000.0,nM,http://www.bindingmoad.org/pdbrecords/index/6qlq,31246331,31246331,True
20315,J5E,c1(cc(c(cc1)F)F)c1cn([C@H]2[C@H]([C@@H](CO)O[C@H]([C@@H]2O)Sc2ccc(C)cc2)O)nn1,6QLO,J4E,c1(ccc(cc1)F)c1cn([C@H]2[C@H]([C@@H](CO)O[C@H]([C@@H]2O)Sc2ccc(C)cc2)O)nn1,6QLQ,Kd,8800.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=6QLO,Kd,31000.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=6QLQ,31246331,31246331,True
20316,J5E,c1(cc(c(cc1)F)F)c1cn([C@H]2[C@H]([C@@H](CO)O[C@H]([C@@H]2O)Sc2ccc(C)cc2)O)nn1,6QLO,J4E,c1(ccc(cc1)F)c1cn([C@H]2[C@H]([C@@H](CO)O[C@H]([C@@H]2O)Sc2ccc(C)cc2)O)nn1,6QLQ,Kd,92000.0,nM,http://www.bindingmoad.org/pdbrecords/index/6qlo,Kd,31000.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=6QLQ,31246331,31246331,True
20345,JK5,n1c(N)cc(cc1C[C@H]1[C@@H](OCCNCC(F)(F)c2cc(F)cc(Cl)c2)CNC1)C,3SVP,8AX,n1c(N)cc(cc1C[C@H]1[C@@H](OCCNCC(F)(F)c2cccc(Cl)c2)CNC1)C,3PNE,Ki,77.0,nM,http://www.bindingmoad.org/pdbrecords/index/3svp,Ki,86.0,nM,http://www.bindingmoad.org/pdbrecords/index/3pne,21809851,21809851,True
20346,JK5,n1c(N)cc(cc1C[C@H]1[C@@H](OCCNCC(F)(F)c2cc(F)cc(Cl)c2)CNC1)C,3SVP,8AX,n1c(N)cc(cc1C[C@H]1[C@@H](OCCNCC(F)(F)c2cccc(Cl)c2)CNC1)C,3PNE,Ki,77.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3SVP,Ki,86.0,nM,http://www.bindingmoad.org/pdbrecords/index/3pne,21809851,21809851,True
20347,JK5,n1c(N)cc(cc1C[C@H]1[C@@H](OCCNCC(F)(F)c2cc(F)cc(Cl)c2)CNC1)C,3SVP,8AX,n1c(N)cc(cc1C[C@H]1[C@@H](OCCNCC(F)(F)c2cccc(Cl)c2)CNC1)C,3PNE,Ki,77.0,nM,http://www.bindingmoad.org/pdbrecords/index/3svp,Ki,86.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3PNE,21809851,21809851,True
20348,JK5,n1c(N)cc(cc1C[C@H]1[C@@H](OCCNCC(F)(F)c2cc(F)cc(Cl)c2)CNC1)C,3SVP,8AX,n1c(N)cc(cc1C[C@H]1[C@@H](OCCNCC(F)(F)c2cccc(Cl)c2)CNC1)C,3PNE,Ki,77.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3SVP,Ki,86.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3PNE,21809851,21809851,True
20349,JK5,n1c(N)cc(cc1C[C@H]1[C@@H](OCCNCC(F)(F)c2cc(F)cc(Cl)c2)CNC1)C,3SVP,8AX,n1c(N)cc(cc1C[C@H]1[C@@H](OCCNCC(F)(F)c2cccc(Cl)c2)CNC1)C,3PNE,Ki,77.0,nM,http://www.bindingmoad.org/pdbrecords/index/3svp,Ki,86.0,nM,http://www.bindingmoad.org/pdbrecords/index/3pne,21809851,21809851,True
20350,JK5,n1c(N)cc(cc1C[C@H]1[C@@H](OCCNCC(F)(F)c2cc(F)cc(Cl)c2)CNC1)C,3SVP,8AX,n1c(N)cc(cc1C[C@H]1[C@@H](OCCNCC(F)(F)c2cccc(Cl)c2)CNC1)C,3PNE,Ki,77.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3SVP,Ki,86.0,nM,http://www.bindingmoad.org/pdbrecords/index/3pne,21809851,21809851,True
20351,JK5,n1c(N)cc(cc1C[C@H]1[C@@H](OCCNCC(F)(F)c2cc(F)cc(Cl)c2)CNC1)C,3SVP,8AX,n1c(N)cc(cc1C[C@H]1[C@@H](OCCNCC(F)(F)c2cccc(Cl)c2)CNC1)C,3PNE,Ki,77.0,nM,http://www.bindingmoad.org/pdbrecords/index/3svp,Ki,86.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3PNE,21809851,21809851,True
20352,JK5,n1c(N)cc(cc1C[C@H]1[C@@H](OCCNCC(F)(F)c2cc(F)cc(Cl)c2)CNC1)C,3SVP,8AX,n1c(N)cc(cc1C[C@H]1[C@@H](OCCNCC(F)(F)c2cccc(Cl)c2)CNC1)C,3PNE,Ki,77.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3SVP,Ki,86.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=3PNE,21809851,21809851,True
20354,JWT,c1ccccc1Cn1c(N)c(c(=O)[nH]c1=O)N(C)S(=O)(=O)c1ccc(cc1)F,4B4M,N6A,c1ccccc1Cn1c(N)c(c(=O)[nH]c1=O)N(C)S(=O)(=O)c1ccccc1,4ASJ,IC50,205.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=4b4m,IC50,73.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4ASJ,23138692,23138692,True
20355,JWT,c1ccccc1Cn1c(N)c(c(=O)[nH]c1=O)N(C)S(=O)(=O)c1ccc(cc1)F,4B4M,N6A,c1ccccc1Cn1c(N)c(c(=O)[nH]c1=O)N(C)S(=O)(=O)c1ccccc1,4ASJ,IC50,205.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4B4M,IC50,73.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4ASJ,23138692,23138692,True
20356,JWT,c1ccccc1Cn1c(N)c(c(=O)[nH]c1=O)N(C)S(=O)(=O)c1ccc(cc1)F,4B4M,N6A,c1ccccc1Cn1c(N)c(c(=O)[nH]c1=O)N(C)S(=O)(=O)c1ccccc1,4ASJ,IC50,205.0,nM,http://www.bindingmoad.org/pdbrecords/index/4b4m,IC50,73.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4ASJ,23138692,23138692,True
20357,JWT,c1ccccc1Cn1c(N)c(c(=O)[nH]c1=O)N(C)S(=O)(=O)c1ccc(cc1)F,4B4M,N6A,c1ccccc1Cn1c(N)c(c(=O)[nH]c1=O)N(C)S(=O)(=O)c1ccccc1,4ASJ,IC50,205.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=4b4m,Kd,28.0,nM,http://www.bindingmoad.org/pdbrecords/index/4asj,23138692,23138692,True
20358,JWT,c1ccccc1Cn1c(N)c(c(=O)[nH]c1=O)N(C)S(=O)(=O)c1ccc(cc1)F,4B4M,N6A,c1ccccc1Cn1c(N)c(c(=O)[nH]c1=O)N(C)S(=O)(=O)c1ccccc1,4ASJ,IC50,205.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4B4M,Kd,28.0,nM,http://www.bindingmoad.org/pdbrecords/index/4asj,23138692,23138692,True
20359,JWT,c1ccccc1Cn1c(N)c(c(=O)[nH]c1=O)N(C)S(=O)(=O)c1ccc(cc1)F,4B4M,N6A,c1ccccc1Cn1c(N)c(c(=O)[nH]c1=O)N(C)S(=O)(=O)c1ccccc1,4ASJ,IC50,205.0,nM,http://www.bindingmoad.org/pdbrecords/index/4b4m,Kd,28.0,nM,http://www.bindingmoad.org/pdbrecords/index/4asj,23138692,23138692,True
20360,JWT,c1ccccc1Cn1c(N)c(c(=O)[nH]c1=O)N(C)S(=O)(=O)c1ccc(cc1)F,4B4M,N6A,c1ccccc1Cn1c(N)c(c(=O)[nH]c1=O)N(C)S(=O)(=O)c1ccccc1,4ASJ,IC50,205.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=4b4m,Kd,28.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=4asj,23138692,23138692,True
20361,JWT,c1ccccc1Cn1c(N)c(c(=O)[nH]c1=O)N(C)S(=O)(=O)c1ccc(cc1)F,4B4M,N6A,c1ccccc1Cn1c(N)c(c(=O)[nH]c1=O)N(C)S(=O)(=O)c1ccccc1,4ASJ,IC50,205.0,nM,http://www.bindingdb.org/jsp/dbsearch/PrimarySearch_pdbids.jsp?pdbids_submit=Search&pdbids=4B4M,Kd,28.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=4asj,23138692,23138692,True
20362,JWT,c1ccccc1Cn1c(N)c(c(=O)[nH]c1=O)N(C)S(=O)(=O)c1ccc(cc1)F,4B4M,N6A,c1ccccc1Cn1c(N)c(c(=O)[nH]c1=O)N(C)S(=O)(=O)c1ccccc1,4ASJ,IC50,205.0,nM,http://www.bindingmoad.org/pdbrecords/index/4b4m,Kd,28.0,nM,http://www.pdbbind-cn.org/quickpdb.php?quickpdb=4asj,23138692,23138692,True
20363,K09,CC1=C(c2c(/C/1=C\c1ccc(cc1)C(C)C)ccc(c2)F)CCc1nnn[nH]1,4N5G,K08,CC1=C(c2c(/C/1=C\c1ccc(cc1)C(C)C)cccc2)CCc1nnn[nH]1,4N8R,IC50,14500.0,nM,http://www.bindingmoad.org/pdbrecords/index/4n5g,IC50,16800.0,nM,http://www.bindingmoad.org/pdbrecords/index/4n8r,24704507,24704507,True
20364,KFK,Fc1c(F)c(c(cc1)c1ccc2n(C)nc(c2c1)CN(C)C)OCCc1c(C)nn(C)c1C,5MU6,9M8,c1c(F)c(c(cc1)c1ccc2n(C)nc(c2c1)CN(C)C)OCCc1c(C)nn(C)c1C,5O6J,Kd,0.21000000834465027,nM,http://www.bindingmoad.org/pdbrecords/index/5mu6,IC50,4.599999904632568,nM,http://www.bindingmoad.org/pdbrecords/index/5o6j,29760414,29760414,True
20404,KLA,c1(cc(cc(CCc2cc(cc(c2)CC[C@@H]2C[C@@H](CN2)F)F)n1)C)N,6NGQ,KMA,c1(cc(cc(CCc2cc(cc(c2)CC[C@@H]2CCCN2)F)n1)C)N,6NGL,Ki,65.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngq,Ki,31.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngl,30802056,30802056,True
20406,KLA,c1(cc(cc(CCc2cc(cc(c2)CC[C@@H]2C[C@@H](CN2)F)F)n1)C)N,6NGQ,KL4,c1(cc(cc(CCc2cc(cc(c2)CC[C@@H]2CCCN2)F)n1)C)N,6NGN,Ki,65.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngq,Ki,28.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngn,30802056,30802056,True
20407,KLD,c1(cc(cc(c1)CC[C@@H]1C[C@@H](CN1C)F)CCc1cc(cc(n1)N)C)F,6NG7,KMD,c1(cc(cc(c1)CC[C@@H]1CCCN1C)CCc1cc(cc(n1)N)C)F,6NG5,Ki,204.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ng7,Ki,52.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ng5,30802056,30802056,True
20409,KLD,c1(cc(cc(c1)CC[C@@H]1C[C@@H](CN1C)F)CCc1cc(cc(n1)N)C)F,6NG7,KMD,c1(cc(cc(c1)CC[C@@H]1CCCN1C)CCc1cc(cc(n1)N)C)F,6NG5,Ki,204.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ng7,Ki,52.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ng5,30802056,30802056,True
20411,KLD,c1(cc(cc(c1)CC[C@@H]1C[C@@H](CN1C)F)CCc1cc(cc(n1)N)C)F,6NG7,KMD,c1(cc(cc(c1)CC[C@@H]1CCCN1C)CCc1cc(cc(n1)N)C)F,6NG5,Ki,204.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ng7,Ki,52.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ng5,30802056,30802056,True
20414,KLD,c1(cc(cc(c1)CC[C@@H]1C[C@@H](CN1C)F)CCc1cc(cc(n1)N)C)F,6NGR,KKY,c1(cc(cc(c1)CC[C@@H]1CCCN1C)CCc1cc(cc(n1)N)C)F,6NGP,Ki,128.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngr,Ki,33.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngp,30802056,30802056,True
20416,KLD,c1(cc(cc(c1)CC[C@@H]1C[C@@H](CN1C)F)CCc1cc(cc(n1)N)C)F,6NGR,KKY,c1(cc(cc(c1)CC[C@@H]1CCCN1C)CCc1cc(cc(n1)N)C)F,6NGP,Ki,128.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngr,Ki,33.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngp,30802056,30802056,True
20418,KLD,c1(cc(cc(c1)CC[C@@H]1C[C@@H](CN1C)F)CCc1cc(cc(n1)N)C)F,6NGR,KKY,c1(cc(cc(c1)CC[C@@H]1CCCN1C)CCc1cc(cc(n1)N)C)F,6NGP,Ki,128.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngr,Ki,33.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngp,30802056,30802056,True
20420,KLD,c1(cc(cc(c1)CC[C@@H]1C[C@@H](CN1C)F)CCc1cc(cc(n1)N)C)F,6NGR,KMD,c1(cc(cc(c1)CC[C@@H]1CCCN1C)CCc1cc(cc(n1)N)C)F,6NGM,Ki,128.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngr,Ki,26.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngm,30802056,30802056,True
20422,KLD,c1(cc(cc(c1)CC[C@@H]1C[C@@H](CN1C)F)CCc1cc(cc(n1)N)C)F,6NGR,KMD,c1(cc(cc(c1)CC[C@@H]1CCCN1C)CCc1cc(cc(n1)N)C)F,6NGM,Ki,128.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngr,Ki,26.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngm,30802056,30802056,True
20424,KLD,c1(cc(cc(c1)CC[C@@H]1C[C@@H](CN1C)F)CCc1cc(cc(n1)N)C)F,6NGR,KMD,c1(cc(cc(c1)CC[C@@H]1CCCN1C)CCc1cc(cc(n1)N)C)F,6NGM,Ki,128.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngr,Ki,26.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngm,30802056,30802056,True
20464,KMM,c1(CCc2cc(C)cc(n2)N)c(c(cc(c1F)F)CCCN(C)C)F,6NGV,KL1,c1(CCc2cc(C)cc(n2)N)cc(cc(c1F)F)CCCN(C)C,6NGS,Ki,47.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngv,Ki,19.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngs,30802056,30802056,True
20466,KMM,c1(CCc2cc(C)cc(n2)N)c(c(cc(c1F)F)CCCN(C)C)F,6NGV,KL1,c1(CCc2cc(C)cc(n2)N)cc(cc(c1F)F)CCCN(C)C,6NGS,Ki,47.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngv,Ki,19.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngs,30802056,30802056,True
20467,KMM,c1(CCc2cc(C)cc(n2)N)c(c(cc(c1F)F)CCCN(C)C)F,6NGC,KL1,c1(CCc2cc(C)cc(n2)N)cc(cc(c1F)F)CCCN(C)C,6NG8,Ki,58.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngc,Ki,29.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ng8,30802056,30802056,True
20469,KMM,c1(CCc2cc(C)cc(n2)N)c(c(cc(c1F)F)CCCN(C)C)F,6NGC,KL1,c1(CCc2cc(C)cc(n2)N)cc(cc(c1F)F)CCCN(C)C,6NG8,Ki,58.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngc,Ki,29.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ng8,30802056,30802056,True
20472,KMM,c1(CCc2cc(C)cc(n2)N)c(c(cc(c1F)F)CCCN(C)C)F,6NGV,KL7,c1(CCc2cc(C)cc(n2)N)c(c(ccc1F)CCCN(C)C)F,6NGT,Ki,47.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngv,Ki,60.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngt,30802056,30802056,True
20473,KMM,c1(CCc2cc(C)cc(n2)N)c(c(cc(c1F)F)CCCN(C)C)F,6NGC,KL7,c1(CCc2cc(C)cc(n2)N)c(c(ccc1F)CCCN(C)C)F,6NGA,Ki,58.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngc,Ki,36.0,nM,http://www.bindingmoad.org/pdbrecords/index/6nga,30802056,30802056,True
20475,KMM,c1(CCc2cc(C)cc(n2)N)c(c(cc(c1F)F)CCCN(C)C)F,6NGC,KMJ,c1(CCc2cc(C)cc(n2)N)c(c(cc(c1)F)CCCN(C)C)F,6NGB,Ki,58.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngc,Ki,157.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngb,30802056,30802056,True
20478,KMM,c1(CCc2cc(C)cc(n2)N)c(c(cc(c1F)F)CCCN(C)C)F,6NGV,KMJ,c1(CCc2cc(C)cc(n2)N)c(c(cc(c1)F)CCCN(C)C)F,6NGU,Ki,47.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngv,Ki,79.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngu,30802056,30802056,True
20479,KMS,c1(cc(cc(CCc2c(c(c(c(c2)CCCN(C)C)F)F)F)n1)C)N,6NGW,KL1,c1(cc(cc(CCc2c(c(cc(c2)CCCN(C)C)F)F)n1)C)N,6NGS,Ki,45.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngw,Ki,19.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngs,30802056,30802056,True
20481,KMS,c1(cc(cc(CCc2c(c(c(c(c2)CCCN(C)C)F)F)F)n1)C)N,6NGW,KL1,c1(cc(cc(CCc2c(c(cc(c2)CCCN(C)C)F)F)n1)C)N,6NGS,Ki,45.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngw,Ki,19.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngs,30802056,30802056,True
20484,KMS,c1(cc(cc(CCc2c(c(c(c(c2)CCCN(C)C)F)F)F)n1)C)N,6NGD,KL1,c1(cc(cc(CCc2c(c(cc(c2)CCCN(C)C)F)F)n1)C)N,6NG8,Ki,46.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngd,Ki,29.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ng8,30802056,30802056,True
20486,KMS,c1(cc(cc(CCc2c(c(c(c(c2)CCCN(C)C)F)F)F)n1)C)N,6NGD,KL1,c1(cc(cc(CCc2c(c(cc(c2)CCCN(C)C)F)F)n1)C)N,6NG8,Ki,46.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngd,Ki,29.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ng8,30802056,30802056,True
20487,KMV,c1(cc(cc(CCc2c(c(cc(c2)C#CCNC)F)F)n1)C)N,6NGX,KLY,c1(cc(cc(CCc2cc(cc(c2)C#CCNC)F)n1)C)N,6NGJ,Ki,27.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngx,Ki,32.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngj,30802056,30802056,True
20490,KMV,c1(cc(cc(CCc2c(c(cc(c2)C#CCNC)F)F)n1)C)N,6NGE,KLY,c1(cc(cc(CCc2cc(cc(c2)C#CCNC)F)n1)C)N,6NG1,Ki,43.0,nM,http://www.bindingmoad.org/pdbrecords/index/6nge,Ki,58.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ng1,30802056,30802056,True
20492,KN4,c1(c(cc(CC[C@@H]2CCCN2C)cc1CCc1cc(cc(n1)N)C)F)F,6NGF,KMD,c1c(cc(CC[C@@H]2CCCN2C)cc1CCc1cc(cc(n1)N)C)F,6NG5,Ki,37.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngf,Ki,52.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ng5,30802056,30802056,True
20494,KN4,c1(c(cc(CC[C@@H]2CCCN2C)cc1CCc1cc(cc(n1)N)C)F)F,6NGF,KMD,c1c(cc(CC[C@@H]2CCCN2C)cc1CCc1cc(cc(n1)N)C)F,6NG5,Ki,37.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngf,Ki,52.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ng5,30802056,30802056,True
20496,KN4,c1(c(cc(CC[C@@H]2CCCN2C)cc1CCc1cc(cc(n1)N)C)F)F,6NGF,KMD,c1c(cc(CC[C@@H]2CCCN2C)cc1CCc1cc(cc(n1)N)C)F,6NG5,Ki,37.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ngf,Ki,52.0,nM,http://www.bindingmoad.org/pdbrecords/index/6ng5,30802056,30802056,True
